Gender,ApplicantIncome,LoanAmount,Credit_History,sensitive_feature,true_label,prediction
5.0,30310.0,507632.0,536.0,group_b,0,0
3.0,64056.0,197533.0,697.0,group_a,1,1
5.0,127681.0,55646.0,810.0,group_a,1,1
6.0,32476.0,404897.0,453.0,group_b,0,0
2.0,65057.0,219256.0,678.0,group_a,1,1
9.0,145516.0,75526.0,811.0,group_a,1,1
2.0,31738.0,388964.0,441.0,group_b,0,0
7.0,73555.0,282576.0,674.0,group_a,1,1
0.0,147138.0,75935.0,778.0,group_a,1,1
9.0,31439.0,356847.0,543.0,group_b,1,0
7.0,50549.0,245593.0,700.0,group_a,1,1
3.0,130619.0,126190.0,828.0,group_a,1,1
2.0,22783.0,501899.0,486.0,group_b,0,0
4.0,57504.0,220397.0,637.0,group_a,1,1
6.0,142078.0,128663.0,783.0,group_a,1,1
3.0,30353.0,558956.0,349.0,group_b,0,0
7.0,77294.0,274610.0,654.0,group_a,1,1
0.0,132851.0,144643.0,790.0,group_a,0,1
3.0,38439.0,351321.0,386.0,group_b,0,0
4.0,56453.0,129721.0,648.0,group_a,0,1
9.0,125797.0,144651.0,796.0,group_a,0,1
3.0,25944.0,386194.0,353.0,group_b,0,0
10.0,55981.0,181833.0,592.0,group_a,1,1
4.0,101784.0,146799.0,830.0,group_a,0,1
8.0,28122.0,398905.0,541.0,group_b,0,0
1.0,57148.0,253041.0,691.0,group_a,1,1
8.0,103963.0,128249.0,797.0,group_a,1,1
0.0,28771.0,345710.0,496.0,group_b,0,0
4.0,67965.0,101503.0,602.0,group_a,1,1
3.0,104583.0,128466.0,797.0,group_a,1,1
9.0,21973.0,539257.0,363.0,group_b,0,0
0.0,79896.0,263552.0,654.0,group_a,1,1
3.0,116585.0,117044.0,813.0,group_a,0,1
9.0,37051.0,442500.0,311.0,group_b,0,0
8.0,63941.0,171649.0,680.0,group_a,1,1
5.0,114408.0,116584.0,742.0,group_a,1,1
6.0,25104.0,513763.0,315.0,group_b,0,0
7.0,61615.0,226446.0,621.0,group_a,1,1
7.0,124283.0,76052.0,752.0,group_a,0,1
10.0,32241.0,444876.0,424.0,group_b,0,0
9.0,64052.0,238436.0,587.0,group_a,1,1
1.0,101900.0,103751.0,803.0,group_a,1,1
3.0,32514.0,535985.0,542.0,group_b,0,0
0.0,72773.0,261531.0,648.0,group_a,1,1
1.0,91978.0,84979.0,724.0,group_a,1,1
8.0,20989.0,549046.0,345.0,group_b,0,0
9.0,72710.0,278307.0,661.0,group_a,1,1
2.0,145797.0,56005.0,724.0,group_a,1,1
7.0,21156.0,538234.0,320.0,group_b,0,0
6.0,79874.0,237094.0,580.0,group_a,1,1
2.0,99164.0,131699.0,804.0,group_a,1,1
9.0,24875.0,506717.0,412.0,group_b,0,0
6.0,73033.0,266731.0,681.0,group_a,1,1
1.0,96429.0,82993.0,816.0,group_a,0,1
5.0,33072.0,398497.0,358.0,group_b,0,0
6.0,77721.0,286660.0,660.0,group_a,1,1
6.0,131128.0,69160.0,817.0,group_a,1,1
7.0,22479.0,319596.0,366.0,group_b,0,0
3.0,76948.0,198440.0,642.0,group_a,1,1
9.0,122944.0,120698.0,793.0,group_a,1,1
7.0,33684.0,429742.0,496.0,group_b,0,0
9.0,66085.0,158930.0,600.0,group_a,0,1
10.0,104450.0,63423.0,735.0,group_a,1,1
6.0,25590.0,535240.0,362.0,group_b,0,0
1.0,66524.0,189963.0,631.0,group_a,1,1
8.0,103380.0,122133.0,763.0,group_a,1,1
0.0,26705.0,562256.0,351.0,group_b,0,0
8.0,70357.0,219827.0,696.0,group_a,1,1
1.0,138582.0,89457.0,785.0,group_a,1,1
0.0,22024.0,525463.0,318.0,group_b,0,0
2.0,70722.0,258137.0,632.0,group_a,1,1
3.0,143785.0,61519.0,804.0,group_a,1,1
1.0,36942.0,493685.0,397.0,group_b,0,0
4.0,67032.0,263766.0,602.0,group_a,1,1
5.0,149631.0,126883.0,801.0,group_a,1,1
8.0,32688.0,516982.0,330.0,group_b,0,0
5.0,56340.0,156095.0,618.0,group_a,1,1
5.0,121924.0,137633.0,850.0,group_a,1,1
0.0,34489.0,312755.0,427.0,group_b,0,0
7.0,57688.0,113583.0,672.0,group_a,1,1
0.0,93640.0,79303.0,748.0,group_a,1,1
3.0,36336.0,520314.0,449.0,group_b,0,0
1.0,68240.0,222855.0,662.0,group_a,1,1
3.0,98172.0,58488.0,734.0,group_a,1,1
2.0,22621.0,305965.0,458.0,group_b,0,0
9.0,72897.0,127606.0,587.0,group_a,1,1
7.0,113167.0,80598.0,779.0,group_a,1,1
1.0,22989.0,300689.0,391.0,group_b,0,0
4.0,50255.0,163043.0,668.0,group_a,1,1
1.0,99941.0,70252.0,796.0,group_a,1,1
5.0,33585.0,587202.0,497.0,group_b,0,0
5.0,76944.0,224614.0,682.0,group_a,1,1
3.0,107404.0,50492.0,781.0,group_a,0,1
7.0,29004.0,374953.0,447.0,group_b,0,0
1.0,55523.0,297068.0,622.0,group_a,1,1
8.0,141581.0,122466.0,848.0,group_a,0,1
5.0,29809.0,345660.0,419.0,group_b,0,0
8.0,65133.0,145398.0,618.0,group_a,1,1
9.0,94404.0,126202.0,759.0,group_a,1,1
9.0,32965.0,322094.0,465.0,group_b,0,0
10.0,66628.0,286403.0,663.0,group_a,1,1
8.0,91005.0,67371.0,761.0,group_a,0,1
0.0,38757.0,551909.0,325.0,group_b,0,0
5.0,74388.0,203079.0,688.0,group_a,1,1
